Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,Foundation,BsmtExposure,TotalBsmtSF,Heating,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
83,RL,78,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2007,2007,PConc,No,1563,GasA,Y,SBrkr,1563,0,0,2,0,3,1,6,Typ,1,Attchd,2007,3,758,Y,144,99,0,0,0,0,NA,0,10,2008,WD,Normal,245000
84,RL,80,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1960,1960,CBlock,No,1065,GasA,Y,SBrkr,1065,0,0,1,1,3,1,6,Typ,0,Detchd,1974,2,461,Y,74,0,0,0,0,0,NA,0,7,2007,COD,Normal,126500
85,RL,NA,8530,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,1995,1996,PConc,No,384,GasA,Y,SBrkr,1474,0,0,2,1,3,1,7,Typ,1,BuiltIn,1995,2,400,Y,120,72,0,0,0,0,Shed,700,5,2009,WD,Normal,168500
86,RL,121,16059,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1991,1992,CBlock,No,1288,GasA,Y,SBrkr,2417,0,0,2,1,4,1,9,Typ,1,Attchd,1991,2,462,Y,127,82,0,0,0,0,NA,0,4,2006,WD,Normal,260000
87,RL,122,11911,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2005,2005,PConc,Av,684,GasA,Y,SBrkr,1560,0,0,2,1,3,1,6,Typ,1,BuiltIn,2005,2,400,Y,100,38,0,0,0,0,NA,0,3,2009,WD,Normal,174000
88,FV,40,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2009,2009,PConc,Av,612,GasA,Y,SBrkr,1224,0,0,2,1,2,1,4,Typ,0,Detchd,2009,2,528,Y,0,234,0,0,0,0,NA,0,6,2009,New,Partial,164500
89,C (all),105,8470,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,1915,1982,CBlock,No,1013,GasA,N,SBrkr,1526,0,0,1,0,2,1,6,Typ,0,NA,NA,0,0,N,0,0,156,0,0,0,NA,0,10,2009,ConLD,Abnorml,85000
90,RL,60,8070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1994,1995,PConc,No,990,GasA,Y,SBrkr,990,1,0,1,0,3,1,5,Typ,0,NA,NA,0,0,Y,0,0,0,0,0,0,NA,0,8,2007,WD,Normal,123600
91,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1950,1950,Slab,NA,0,GasA,Y,FuseA,1040,0,0,1,0,2,1,4,Typ,0,Detchd,1950,2,420,Y,0,29,0,0,0,0,NA,0,7,2006,WD,Normal,109900
92,RL,85,8500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1961,1961,CBlock,No,1235,GasA,Y,SBrkr,1235,0,0,1,0,2,1,6,Typ,0,Attchd,1961,2,480,Y,0,0,0,0,0,0,NA,0,12,2006,WD,Abnorml,98600
93,RL,80,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1921,2006,BrkTil,No,876,GasA,Y,SBrkr,964,1,0,1,0,2,1,5,Typ,0,Detchd,1921,2,432,Y,0,0,44,0,0,0,NA,0,8,2009,WD,Normal,163500
94,C (all),60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,1910,1998,BrkTil,Mn,1214,GasW,N,SBrkr,2291,0,1,2,0,4,2,9,Typ,1,Detchd,1900,2,506,Y,0,0,0,0,99,0,NA,0,11,2007,WD,Normal,133900
95,RL,69,9337,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1997,1997,PConc,No,824,GasA,Y,SBrkr,1786,1,0,2,1,3,1,7,Typ,0,Attchd,1997,2,684,Y,0,162,0,0,0,0,NA,0,5,2007,WD,Normal,204750
96,RL,NA,9765,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1993,1993,PConc,No,680,GasA,Y,SBrkr,1470,0,0,2,1,3,1,6,Typ,1,BuiltIn,1993,2,420,Y,232,63,0,0,0,0,Shed,480,4,2009,WD,Normal,185000
97,RL,78,10264,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1999,1999,PConc,Av,1588,GasA,Y,SBrkr,1588,0,0,2,0,3,1,6,Typ,0,Attchd,1999,2,472,Y,158,29,0,0,0,0,NA,0,8,2006,WD,Normal,214000
98,RL,73,10921,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1965,1965,CBlock,No,960,GasA,Y,FuseF,960,1,0,1,0,3,1,6,Typ,0,Attchd,1965,1,432,P,120,0,0,0,0,0,NA,0,5,2007,WD,Normal,94750
99,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,1920,1950,BrkTil,No,458,GasA,N,SBrkr,835,0,0,1,0,2,1,5,Typ,0,Basment,1920,1,366,Y,0,0,77,0,0,0,Shed,400,5,2010,COD,Abnorml,83000
100,RL,77,9320,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,1959,CBlock,No,950,GasA,Y,SBrkr,1225,1,0,1,1,3,1,6,Typ,0,NA,NA,0,0,Y,352,0,0,0,0,0,Shed,400,1,2010,WD,Normal,128950
101,RL,NA,10603,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1977,2001,PConc,Mn,1610,GasA,Y,SBrkr,1610,1,0,2,0,3,1,6,Typ,2,Attchd,1977,2,480,Y,168,68,0,0,0,0,NA,0,2,2010,WD,Normal,205000
102,RL,77,9206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1985,1985,CBlock,No,741,GasA,Y,SBrkr,1732,0,0,2,1,3,1,7,Typ,1,Attchd,1985,2,476,Y,192,46,0,0,0,0,NA,0,6,2010,WD,Normal,178000
103,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,1979,1979,Slab,NA,0,GasA,Y,SBrkr,1535,0,0,2,0,4,2,8,Typ,0,Attchd,1979,2,410,Y,0,0,0,0,0,0,NA,0,6,2009,WD,Alloca,118964
104,RL,94,10402,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2009,2009,PConc,No,1226,GasA,Y,SBrkr,1226,0,0,2,0,3,1,6,Typ,0,Attchd,2009,3,740,Y,0,36,0,0,0,0,NA,0,5,2010,WD,Normal,198900
105,RM,NA,7758,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1931,1950,PConc,No,1040,GasA,Y,FuseF,1818,0,0,1,1,4,1,7,Typ,2,Detchd,1951,1,240,Y,0,0,0,0,184,0,NA,0,6,2007,WD,Normal,169500
106,FV,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2003,2004,PConc,No,1053,GasA,Y,SBrkr,1992,0,0,2,1,3,1,9,Typ,1,Attchd,2003,2,648,Y,140,45,0,0,0,0,NA,0,8,2008,WD,Normal,250000
107,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1885,1995,BrkTil,No,641,GasA,Y,SBrkr,1047,0,0,1,0,2,1,6,Typ,0,Detchd,1954,1,273,N,0,0,0,0,0,0,Shed,450,8,2007,WD,Normal,100000
108,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1948,1950,CBlock,No,789,GasA,Y,SBrkr,789,0,0,1,0,2,1,5,Typ,0,Detchd,1948,1,250,Y,0,0,0,0,0,0,NA,0,4,2008,WD,Partial,115000
109,RM,85,8500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,1919,2005,CBlock,No,793,GasW,N,FuseF,1517,0,0,2,0,3,1,7,Typ,0,NA,NA,0,0,N,0,0,144,0,0,0,NA,0,8,2007,WD,Normal,115000
110,RL,105,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1977,1977,CBlock,No,1844,GasA,Y,SBrkr,1844,0,0,2,0,3,1,7,Typ,1,Attchd,1977,2,546,Y,0,122,0,0,0,0,NA,0,1,2010,COD,Normal,190000
111,RL,75,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1954,1972,CBlock,No,994,GasA,Y,SBrkr,1855,0,0,2,0,4,1,7,Typ,0,Attchd,1954,1,325,Y,182,0,0,0,0,0,NA,0,10,2006,WD,Normal,136900
112,RL,NA,7750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,2000,2000,PConc,No,384,GasA,Y,SBrkr,1430,0,0,2,1,3,1,7,Typ,1,BuiltIn,2000,2,400,Y,180,0,0,0,0,0,NA,0,4,2010,WD,Normal,180000
113,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2007,2007,PConc,Av,1264,GasA,Y,SBrkr,2696,1,0,2,1,4,1,10,Typ,1,BuiltIn,2007,3,792,Y,120,184,0,0,168,0,NA,0,10,2007,New,Partial,383970
114,RL,NA,21000,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1953,1953,CBlock,Mn,1809,GasA,Y,SBrkr,2259,1,0,2,0,3,1,7,Typ,2,Basment,1953,2,450,Y,166,120,192,0,0,0,NA,0,10,2007,COD,Abnorml,217000
115,RL,61,7259,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,1945,2002,CBlock,No,1028,GasA,Y,SBrkr,2320,1,0,2,1,3,1,9,Typ,1,Detchd,1945,1,180,Y,224,0,0,0,0,0,NA,0,7,2007,WD,Normal,259500
116,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,1999,1999,PConc,No,729,GasA,Y,SBrkr,1458,0,0,2,1,2,1,5,Typ,1,Detchd,1999,2,440,Y,0,32,0,0,0,0,NA,0,6,2007,WD,Normal,176000
117,RL,NA,11616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1962,1962,CBlock,No,1092,GasA,Y,SBrkr,1092,0,1,1,0,3,1,6,Typ,1,Attchd,1962,1,288,Y,0,20,144,0,0,0,NA,0,9,2009,WD,Normal,139000
118,RL,74,8536,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,2006,2007,PConc,No,1125,GasA,Y,SBrkr,1125,0,0,1,1,2,1,5,Typ,0,Attchd,2007,2,430,Y,80,64,0,0,0,0,NA,0,4,2007,New,Partial,155000
119,RL,90,12376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1990,1990,PConc,Mn,1673,GasA,Y,SBrkr,3222,1,0,3,0,5,1,11,Typ,2,Attchd,1990,3,594,Y,367,0,0,0,0,0,NA,0,5,2010,WD,Normal,320000
120,RL,65,8461,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2005,2006,PConc,No,728,GasA,Y,SBrkr,1456,0,0,2,1,3,1,8,Typ,1,Attchd,2005,2,390,Y,0,24,0,0,0,0,NA,0,7,2006,New,Partial,163990
121,RL,NA,21453,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,1969,1969,CBlock,Gd,938,GasA,Y,SBrkr,988,1,0,1,0,1,1,4,Typ,2,Attchd,1969,2,540,Y,0,130,0,130,0,0,NA,0,10,2006,WD,Normal,180000
122,RM,50,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1939,1950,PConc,No,732,GasA,Y,SBrkr,1123,0,0,1,0,3,1,4,Typ,0,Detchd,1979,1,264,P,0,0,140,0,0,0,NA,0,6,2007,WD,Normal,100000
123,RL,75,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1958,1958,CBlock,No,1080,GasA,Y,SBrkr,1080,0,0,1,0,3,1,5,Typ,0,Attchd,1958,1,288,Y,0,0,0,0,130,0,NA,0,6,2008,WD,Normal,136000
124,RL,55,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,1993,1993,PConc,No,1199,GasA,Y,SBrkr,1199,0,0,2,0,2,1,5,Typ,0,Attchd,1993,2,530,Y,0,63,0,0,0,0,NA,0,3,2008,WD,Normal,153900
125,RL,48,17043,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1979,1998,CBlock,No,1362,GasA,Y,SBrkr,1586,0,0,2,0,3,1,7,Typ,1,Attchd,1979,2,435,Y,192,0,0,0,0,0,NA,0,1,2009,WD,Normal,181000
126,RM,60,6780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,1935,1982,CBlock,Av,520,GasA,N,SBrkr,754,1,0,1,0,2,1,5,Typ,0,NA,NA,0,0,N,53,0,0,0,0,0,NA,0,6,2006,WD,Normal,84500
127,RL,NA,4928,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,1976,1976,CBlock,No,1078,GasA,Y,SBrkr,958,0,0,2,0,2,1,5,Typ,1,Attchd,1977,2,440,Y,0,205,0,0,0,0,NA,0,2,2007,WD,Normal,128000
128,RM,55,4388,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,1930,1950,BrkTil,No,672,GasA,Y,SBrkr,840,0,0,1,0,3,1,5,Typ,1,NA,NA,0,0,N,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,87000
129,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,1966,1966,CBlock,No,660,GasA,Y,SBrkr,1348,0,0,1,1,3,1,6,Typ,1,Attchd,1966,2,453,Y,188,108,0,0,0,0,NA,0,7,2006,WD,Normal,155000
130,RL,69,8973,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1958,1991,CBlock,No,1008,GasA,Y,FuseA,1053,0,1,1,1,3,1,6,Typ,0,2Types,1998,2,750,Y,0,80,0,180,0,0,NA,0,7,2006,WD,Abnorml,150000
131,RL,88,14200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,1966,1966,CBlock,No,924,GasA,Y,SBrkr,2157,0,0,2,1,4,1,8,Typ,2,Attchd,1966,2,487,Y,105,66,0,0,0,0,NA,0,5,2006,WD,Normal,226000
132,RL,NA,12224,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2000,2000,PConc,No,992,GasA,Y,SBrkr,2054,1,0,2,1,3,1,7,Typ,1,BuiltIn,2000,2,390,Y,24,48,0,0,0,0,NA,0,7,2009,WD,Normal,244000
133,RL,75,7388,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,2002,CBlock,No,1063,GasA,Y,SBrkr,1327,1,0,1,0,3,1,7,Typ,0,Detchd,1974,2,624,Y,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,150750
134,RL,NA,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,2001,2002,PConc,No,1267,GasA,Y,SBrkr,1296,1,0,2,0,2,1,6,Typ,0,Attchd,2001,2,471,Y,192,25,0,0,0,0,NA,0,6,2009,WD,Normal,220000
135,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1968,1993,CBlock,No,1461,GasA,Y,SBrkr,1721,0,0,2,1,3,1,7,Min1,1,Attchd,1968,2,440,Y,0,96,180,0,0,0,NA,0,7,2006,WD,Normal,180000
136,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1970,1970,PConc,No,1304,GasA,Y,SBrkr,1682,0,0,2,0,3,1,7,Typ,1,Attchd,1970,2,530,Y,98,0,0,0,0,0,NA,0,5,2008,WD,Normal,174000
137,RL,NA,10355,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1967,1967,CBlock,No,1214,GasA,Y,SBrkr,1214,0,0,2,0,3,1,5,Typ,1,Attchd,1967,1,318,Y,0,111,0,0,0,0,NA,0,7,2007,WD,Normal,143000
138,RL,82,11070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,1988,1989,CBlock,No,1907,GasA,Y,SBrkr,1959,0,0,3,0,5,2,9,Typ,0,2Types,1989,3,766,Y,0,0,0,0,0,0,NA,0,7,2006,WD,Family,171000
139,RL,73,9066,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1999,2000,PConc,Mn,1004,GasA,Y,SBrkr,1852,0,0,2,1,3,1,7,Typ,2,Attchd,1999,3,660,Y,224,106,0,0,0,0,NA,0,12,2008,WD,Normal,230000
140,RL,65,15426,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1997,1997,PConc,No,928,GasA,Y,SBrkr,1764,1,0,2,1,3,1,7,Typ,0,Attchd,1997,2,470,Y,276,99,0,0,0,0,NA,0,8,2009,WD,Normal,231500
141,RL,70,10500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,1971,CBlock,No,864,GasA,Y,SBrkr,864,0,0,1,0,3,1,5,Typ,1,NA,NA,0,0,Y,0,0,0,0,0,0,NA,0,4,2010,ConLI,Normal,115000
142,RL,78,11645,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2005,2005,PConc,Av,1734,GasA,Y,SBrkr,1734,1,0,2,0,3,1,7,Typ,0,Attchd,2005,2,660,Y,160,24,0,0,0,0,NA,0,1,2006,WD,Normal,260000
143,RL,71,8520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,1952,1952,CBlock,No,910,GasA,Y,SBrkr,1385,0,0,2,0,4,1,6,Typ,0,Detchd,2000,2,720,Y,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,166000
144,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1999,1999,PConc,Gd,1490,GasA,Y,SBrkr,1501,1,0,2,0,3,1,6,Typ,0,Attchd,1999,2,577,Y,144,29,0,0,0,0,NA,0,6,2009,WD,Normal,204000
145,RM,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,1963,1963,CBlock,No,1728,GasA,Y,SBrkr,1728,1,0,2,0,6,2,10,Typ,0,Detchd,1963,2,504,Y,0,0,0,0,0,0,NA,0,11,2006,ConLI,Abnorml,125000
146,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,2004,2006,PConc,No,970,GasA,Y,SBrkr,1709,0,0,2,0,3,1,7,Maj1,0,Detchd,2004,2,380,Y,0,40,0,0,0,0,NA,0,4,2006,WD,Normal,130000
147,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1931,1993,BrkTil,No,715,GasA,Y,FuseA,875,1,0,1,0,2,1,5,Typ,0,Detchd,1931,1,180,Y,48,0,0,0,0,0,NA,0,11,2009,WD,Normal,105000
148,RL,NA,9505,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2001,2001,PConc,No,884,GasA,Y,SBrkr,2035,0,0,2,1,3,1,8,Typ,1,BuiltIn,2001,2,434,Y,144,48,0,0,0,0,NA,0,5,2010,WD,Normal,222500
149,RL,63,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,2004,2005,PConc,No,1080,GasA,Y,SBrkr,1080,1,0,1,0,3,1,6,Typ,0,NA,NA,0,0,Y,0,0,0,0,0,0,NA,0,4,2008,WD,Normal,141000
150,RM,NA,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1936,1950,BrkTil,No,896,GasA,Y,FuseA,1344,0,0,1,0,3,1,7,Typ,0,Detchd,1936,1,240,Y,200,114,0,0,0,0,NA,0,4,2006,WD,Normal,115000
151,RL,120,10356,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1975,1975,CBlock,Av,969,GasA,Y,SBrkr,969,0,0,1,1,3,1,5,Typ,0,Attchd,1975,2,440,Y,0,0,0,0,0,0,NA,0,1,2007,WD,Normal,122000
152,RL,107,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2007,2008,PConc,Gd,1710,GasA,Y,SBrkr,1710,1,0,2,0,2,1,6,Typ,1,Attchd,2007,3,866,Y,0,102,0,0,0,0,NA,0,1,2008,New,Partial,372402
153,RL,NA,14803,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1971,1971,CBlock,No,825,GasA,Y,SBrkr,1993,0,0,2,1,4,1,8,Typ,1,Attchd,1971,2,495,Y,0,66,0,0,0,0,NA,0,6,2006,WD,Normal,190000
154,RL,NA,13500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,1960,1975,CBlock,Gd,1602,GasA,Y,SBrkr,1252,1,0,1,0,1,1,4,Typ,1,Attchd,1960,2,564,Y,409,0,0,0,0,0,NA,0,3,2008,WD,Normal,235000
155,RM,84,11340,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,1923,1950,BrkTil,No,1200,GasA,Y,FuseA,1200,0,0,1,0,4,1,7,Typ,0,Detchd,1923,1,312,Y,0,0,228,0,0,0,NA,0,3,2006,WD,Family,125000
156,RL,60,9600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,1924,1950,BrkTil,No,572,Grav,N,FuseF,1096,0,0,1,0,2,1,5,Typ,0,NA,NA,0,0,N,0,8,128,0,0,0,NA,0,4,2008,WD,Normal,79000
157,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1950,1950,CBlock,NA,0,GasA,Y,FuseF,1040,0,0,1,0,2,1,5,Typ,0,Detchd,1950,2,625,Y,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,109500
158,RL,92,12003,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,2009,2010,PConc,No,774,GasA,Y,SBrkr,1968,0,0,2,1,4,1,8,Typ,1,BuiltIn,2009,3,680,Y,0,75,0,0,0,0,NA,0,5,2010,New,Partial,269500
159,FV,100,12552,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,2004,2005,PConc,No,991,GasA,Y,SBrkr,1947,0,0,2,1,3,1,8,Typ,1,Attchd,2004,2,678,Y,0,136,0,0,0,0,NA,0,5,2010,WD,Normal,254900
160,RL,134,19378,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2005,2006,PConc,Mn,1392,GasA,Y,SBrkr,2462,1,0,2,1,4,1,9,Typ,1,Attchd,2006,2,576,Y,239,132,0,168,0,0,NA,0,3,2006,New,Partial,320000
161,RL,NA,11120,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,1984,1984,PConc,No,1232,GasA,Y,SBrkr,1232,0,0,2,0,3,1,6,Typ,0,Attchd,1984,2,516,Y,0,0,0,0,0,0,NA,0,6,2008,WD,Normal,162500
162,RL,110,13688,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2003,2004,PConc,Av,1572,GasA,Y,SBrkr,2668,1,0,2,1,3,1,10,Typ,2,BuiltIn,2003,3,726,Y,400,0,0,0,0,0,NA,0,3,2008,WD,Normal,412500
163,RL,95,12182,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2005,2005,PConc,Mn,1541,GasA,Y,SBrkr,1541,0,0,2,0,3,1,7,Typ,1,Attchd,2005,2,532,Y,0,70,0,0,0,0,NA,0,5,2010,New,Partial,220000
164,RL,55,5500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,1956,1956,CBlock,No,882,GasA,Y,SBrkr,882,0,0,1,0,1,1,4,Typ,0,NA,NA,0,0,Y,0,0,0,0,0,0,NA,0,4,2007,WD,Normal,103200
165,RM,40,5400,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,1926,2004,BrkTil,Mn,1149,GasA,Y,FuseA,1616,0,0,2,0,3,1,5,Typ,0,Detchd,1926,1,216,Y,0,0,183,0,0,0,NA,0,10,2007,WD,Normal,152000
166,RL,62,10106,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,1940,1999,BrkTil,No,644,GasA,Y,SBrkr,1355,1,0,2,0,4,2,6,Typ,0,NA,NA,0,0,Y,140,0,0,0,0,0,NA,0,9,2008,WD,Normal,127500
